cell	Gene_1	Gene_2	Gene_3	Gene_4	Gene_5	Gene_6	Gene_7	Gene_8	Gene_9	Gene_10
Cell_18	4.21033247874584	0.746697853552178	1.78443037963007	4.64418979675975	0.927846131613478	5.03204590291716	4.91452245251276	4.73222288826946	2.75971331598703	1.38147679169197
Cell_19	4.555020888336	3.4894594270736	5.14465832558926	3.72010884655174	0.25976887322031	3.44939114176668	3.77443830505945	2.84515787905548	3.2360098650679	0.834484723745845
Cell_20	0.982321759336628	3.03025555727072	3.90918777906336	4.83987548586447	0.483321531675756	0.69457792385947	2.53308793203905	0.656912202830426	0.955479084746912	4.79439052881207
Cell_21	0.163104363018647	5.1130707206903	3.54031239298638	4.87130111677106	2.65039905009326	2.97529983287677	5.2736495861318	3.80995223426726	4.64905726595316	1.99085499974899
Cell_22	5.3775924637448	3.35043287847657	1.32042810553685	0.495393843157217	3.94504787924234	2.27749371994287	0.158949918230064	0.5777242325712	4.75307251233608	3.78378781408537
Cell_23	1.46272285329178	4.19818248925731	3.3981971758185	3.22272992366925	2.66657597431913	4.59852907015011	1.39560081344098	1.17083150474355	4.1476395643549	0.478180512553081
Cell_24	3.71270276419818	2.11635085369926	0.529165925108828	3.78643344435841	0.385170814115554	4.06885874317959	0.838489421410486	0.607686780625954	0.990803637076169	3.80588559422176
Cell_25	0.570201705559157	1.43345642997883	2.82910863903817	3.32753373647574	1.33457296341658	1.38231083366554	0.454130521044135	2.77376922429539	4.4404170291964	1.00813869852573
Cell_26	0.141349339857697	2.63495248660911	1.7267948850058	2.93327664828394	1.11336922750343	1.45808103692252	4.50620232836809	2.33729675866198	5.43294491851702	3.20980309904553
Cell_27	3.61676489596721	4.59179982845671	1.54820879665203	1.6989823654294	4.80970941320993	3.74700153630693	4.35164408921264	1.38682882802095	1.58145380299538	2.51176909229252
Cell_28	4.25472212966997	1.90665368945338	5.21016066393349	0.0168942052405328	3.06691000820138	4.68868624710012	4.17861509718932	4.33429029688705	4.03135405876674	2.36456987075508
Cell_29	0.0617518783546984	5.26895560452249	2.71780998492613	0.599474941496737	5.43119095580187	0.518074987572618	4.42819535348099	3.98481839522719	3.52745775913354	1.84508088580333
Cell_30	5.34889213752467	1.1270032627508	2.75971910159569	3.81365361902863	0.904987481189892	2.81426542438567	0.538005760172382	1.57962485658936	3.81173836742528	3.36764279764611
Cell_31	2.72207687515765	1.95688630186487	3.79324899765197	0.599691444658674	3.09117510961369	4.04231344349682	3.44968083198182	3.69481877423823	2.03292621462606	2.17081798485015
Cell_32	3.25060522055719	0.485088570276275	0.124836325296201	0.0561281041009352	1.44957217248157	4.15030559024308	2.2998088048771	5.35937559127342	0.175415939767845	4.2466940137092
Cell_33	3.50904028047808	0.957551962812431	1.05217025126331	2.06219699827489	4.37582684238441	4.86557587923016	0.568327539716847	2.35139843448997	0.234601088799536	0.300423054490238
Cell_34	3.55419415037613	0.930550273624249	2.99941768939607	1.35021182219498	2.13996889151167	0.174425230477937	2.86341117729899	1.6271424011793	4.28103038202971	4.40326062741224
Cell_35	0.127770991413854	2.98882307077292	5.23596229136456	0.404961688444018	4.91986568749417	2.27106181217823	4.26765758916736	5.14913177920971	1.68710903252941	4.40692748292349
Cell_36	1.62009582691826	2.65225609729532	4.36170206125826	2.68210088426713	4.33156713587232	1.53004625102039	4.09037913032807	0.423152909846976	4.78890430938918	1.79545922623947
Cell_37	5.19565132039133	2.56311571609695	0.98689077666495	2.72283959074412	0.350379090989009	2.34272915066686	0.484230565023609	3.03059700678568	4.16310598305427	3.3762676611077
Cell_38	4.05631689203437	2.67511612176895	1.047440359951	2.93550689285621	3.66342022607569	3.38297866878565	2.09648800245486	2.13086337177083	3.24799129716121	3.08480852236971
Cell_39	1.20104542584158	4.86916022002697	4.01055635022931	2.29614138591569	3.68482635065448	3.17779248522129	4.65043395268731	3.39816403470468	5.02184509113431	2.88048644724768
Cell_40	1.05981666047592	4.40802791644819	5.07013024052139	1.10281744389795	2.711912014056	3.49194366985466	4.76920682948548	3.8033768836176	4.44887332501821	3.78500044846442
Cell_41	0.841257458669133	4.95347460580524	0.756695980788209	4.84079900244251	3.21545684116427	5.24532465985976	0.496792875812389	0.403221819666214	3.97018580080476	3.59155934245791
Cell_42	0.500584294786677	1.24414286785759	4.47501328890212	1.40336463029962	3.8991189080989	0.614206019323319	4.21485822182149	2.12277660961263	2.2862153982278	3.85802651755512
Cell_43	0.913466682541184	1.8057903717272	2.79919935751241	3.2134444443509	1.88410036882851	4.22010298236273	0.241433074348606	4.14775415218901	5.15980745526031	5.21544610813726
Cell_44	2.43328556662891	4.00880974822212	2.07986638159491	2.09275655634701	0.489509058301337	5.42556913441513	2.73653990693856	1.91555796400644	3.76392141950782	1.34808780462481
Cell_45	0.937091823667288	0.0306995395803824	5.20574989030138	0.602492917561904	1.89893798355479	1.50212299684063	2.10084491793532	4.86310131242499	0.72419072559569	3.99492986558471
Cell_46	4.61309476511087	0.095328752999194	4.57965481141582	5.07157942152116	4.69237583910581	0.746083087171428	3.50224277039524	0.332516256021336	4.1159840329783	0.741904088761657
Cell_47	4.69713706336915	1.35875709576067	5.33733103412669	0.668355954927392	3.23826787108555	4.93602870346513	0.11100612487644	4.63028954027686	3.72641345171724	3.80867827218026
Cell_48	1.48249138041865	2.47758411278483	0.541439654654823	3.55747181165498	4.64512642507907	2.51260581833776	0.0333131710067391	5.05212857143488	4.53187586180866	0.398318906896748
Cell_49	2.99559436889831	1.79248086200096	1.09290665271692	3.45003018644638	4.87611688300967	1.48376405681483	3.21221855736803	3.11469539138488	2.81735998357181	4.97951377101708
Cell_50	0.801863595028408	3.94320338929538	4.76931532949675	1.0429450905649	0.832545601064339	1.35975663585123	3.60542719671503	4.63774612441193	3.53557801840361	2.41568982368335
Cell_51	5.26088687533047	0.799375492613763	1.38485210528597	5.09585206292104	2.18245274398942	2.63889194827061	3.73442561691627	2.69539918645751	1.93944355740678	5.2274665950099
Cell_52	4.64680113084614	5.45983597298618	1.77190582896583	3.24561995570548	2.06216052384116	5.35784352419432	3.27727594680618	0.106700251577422	2.36833295330871	4.21409840160049
Cell_53	4.78363201406319	4.50523186742794	5.28317432687618	2.95110347878654	2.23792968282942	2.70212645095307	2.85376195760909	1.95033150818199	1.04035576817114	4.4212116576964
Cell_54	0.174078726558946	3.9933053542627	2.6063383964356	4.06152090872638	1.53473564819433	4.55272863863502	5.08562674361747	4.85176918364596	3.76960723730735	2.56966250366531
Cell_55	2.52421559614595	0.641862852498889	0.631483964854851	2.55003888823558	2.55313655280042	5.10851717006881	4.74362445075531	1.60145078354981	2.15773168078158	0.790794963715598
Cell_56	0.890264176414348	4.81736612331588	0.271964358747937	2.97107106004842	1.00981320836581	1.62852355197538	1.07828552194405	1.27422645909246	1.01740317395888	4.06901210534852
Cell_57	2.71892901742831	2.49047641968355	4.28520619310439	0.457222773926333	0.531990185729228	0.0247660098830238	5.20149031979963	0.631947516580112	2.72081278881524	3.24291800474748
Cell_58	0.472276026150212	5.46180250367615	2.17332800291479	1.36476724571548	2.45003645832185	1.90606059285346	5.12046272063162	4.93966072623152	5.47912962688133	3.84796518657822
Cell_59	2.05756098800339	2.31980590708554	4.51640267274342	0.566242516739294	1.63579223828856	1.06074313772842	1.38615162239876	2.82352416287176	5.12620096618775	0.0689556769793853
Cell_60	4.22249579639174	3.510523150675	5.33017760154326	1.97628315421753	3.19746444467455	4.45830736821517	2.97855073795654	2.81995439366437	3.32899205945432	4.29799642204307
Cell_61	0.736925626290031	0.838744145701639	1.06818565737922	2.48684280004818	3.45949003438	5.30701040581334	3.73889729822986	4.05122029071208	0.514598300331272	0.618008225806989
Cell_62	1.5182217231486	1.09712707751896	4.270653060521	4.26454729947727	5.0440529451007	0.319079707493074	0.238628503750078	4.87878565955907	1.95162047084887	5.06706823594868
Cell_63	3.12933017301839	0.615558048710227	0.932150451582856	2.29501662030816	3.06998930685222	4.98478047794197	0.61053774622269	2.42630013439339	2.5994030792499	4.84923290496226
Cell_64	1.76696874038316	3.9066450962564	1.12740743323229	4.92373729182873	3.48350341571495	0.528975505847484	1.11063356557861	4.40198690607212	3.44978359376546	3.08567371417303
Cell_65	2.60831327131018	2.4913234146079	5.24995013617445	3.47353948862292	3.6461701777298	2.38747271872126	0.36656412249431	0.849102772190236	4.7707435565535	0.979942010948434
Cell_66	1.23558898631018	3.7088761193445	0.103408657712862	3.19918632658664	4.9482722064713	0.677827563602477	4.72237994545139	4.51253386004828	3.79619113972876	0.0829198799328879
Cell_67	1.47749408590607	4.87914233375341	2.04020888090599	2.43835862725973	3.05137035378721	4.40854581806343	5.09905625926331	2.47109043807723	1.71339881268796	4.3917157961987
Cell_68	2.26745286781806	0.455611362820491	4.68803327239584	3.30988088273443	2.55085551575758	4.9330392840784	4.80656616168562	2.29323794133961	2.95084424689412	2.0662979678018
Cell_69	4.97497695230413	4.91585718013812	0.801664373138919	4.29435876605567	3.59022268245462	0.7204006947577	4.12287652411032	4.05482917360496	1.31451438111253	4.24937756161671
Cell_70	4.08580807049293	1.54909973556641	1.6242402397329	2.509809015668	5.33469722478185	3.37143679056317	1.14945078536402	4.35902418498881	1.44957530731335	3.01876687514596
Cell_71	3.84197002567817	1.24328968394548	1.84453960356768	2.7631653676508	3.4389158874983	1.67929855047259	3.26467073441017	0.104122463264503	4.62299360730685	1.0286963324761
Cell_72	1.95392320584506	4.16221183759626	3.17562370793894	1.3000596461352	4.87144824513234	1.3810599653516	3.04330911848228	2.53384125849698	4.89775888959412	3.33474353456404
Cell_73	2.43722980865277	1.71092690818477	4.03374783962499	2.67189285391942	3.26829611614812	0.339759955881163	4.48428327590227	2.86127066984773	0.520601291907951	2.70630708849058
Cell_74	4.84170231677126	0.363932002219371	3.01821388723329	2.66433928336482	5.11432603257708	4.69870160438586	3.00574691605289	4.59721637726761	0.561400429694913	0.0379096296383068
Cell_75	3.91649330733344	0.49664390727412	4.81805711425841	2.35973424930125	2.7594485366717	3.52208867843729	3.44077790842857	2.22309961321298	1.42867552337702	1.55326472711749
Cell_76	1.44262335682288	5.1896148432279	1.63355891010724	1.04145628109109	2.93711013009306	1.34633488557301	5.23622611665633	4.17739052022807	0.478959732106887	4.13510694098659
Cell_77	1.65016346098855	2.97091608692426	1.4888477397617	3.88603005057666	3.67050879274029	0.888910436187871	0.73231480224058	4.52716717671137	1.29749455593992	1.85067128716037
Cell_78	0.718637496582232	1.68300220696256	4.70027226780076	5.1139297017362	1.97428001463413	5.32590139901731	1.98280751518905	3.23678817029577	2.90738523378968	1.16081387572922
Cell_79	4.14594787952956	2.47864863404538	2.36566808121279	3.03032566071488	2.72153058333788	4.80353404046036	3.84678345359862	0.310837456141599	5.08640477480367	3.57201451656874
Cell_80	4.82777072989848	1.0126874265261	3.72937270987313	1.84635412180796	2.3427989493357	0.990430129808374	0.300455838325433	4.31192885921337	2.70439894532319	4.54546123673208
Cell_81	4.54240004403982	1.79683565045707	0.735743866418488	3.04372161009815	1.70197967567947	2.00464140344411	0.913487856741995	2.04430610092822	1.90311176492833	0.756402925238945
Cell_82	0.739852252998389	4.34850583318621	0.188404352054931	3.42815867892932	4.87788355408702	3.21422657719813	4.83055413269904	0.0833753551123664	1.15949596324936	0.476805221638642
Cell_83	3.82314626104198	2.46551834756974	0.818458884838037	2.79810507840011	2.94066501781344	1.67657186277211	4.81769124045968	4.79613488342147	0.185830140369944	0.621557434205897
Cell_84	2.8148218250135	2.4762743114261	2.30213487823494	1.2751243399689	1.16743407829199	3.71739389398135	1.85686344432179	5.34726942668203	5.09498929651454	1.0664700656198
Cell_85	2.37557378597558	0.371640182216652	4.86127595417202	5.30771865241695	5.49663977406453	4.47622983669862	3.80422232649289	3.17149035027251	4.28957576188259	0.10404800332617
Cell_86	2.64119745057542	1.58118414215278	5.45702426834032	1.39504967082758	2.02474471984897	4.66599656641483	4.14686015143525	4.1415614815196	1.74463737430051	0.608249074430205
Cell_87	3.58425489114597	2.18493011523969	0.176934804185294	4.08789506426547	2.7198197604157	1.65282804623712	2.04345328581985	1.87583543988876	3.93325046356767	4.403294552234
Cell_88	5.20341374527197	0.26936895493418	0.961360597750172	1.44368839031085	1.68299680680502	4.0758122188272	1.26577491033822	4.04565178323537	0.845331047079526	4.61603446514346
Cell_89	3.37861849169713	2.89942653104663	0.809700034209527	4.85460604762193	2.34743978735059	3.1879229771439	2.77938037854619	2.86853209149558	1.29097635066137	2.50910743826535
Cell_90	1.36039661150426	3.91884745331481	4.39798349922057	2.88797932653688	1.22478570928797	1.11365291825496	0.739917004946619	2.11498008831404	4.28053786256351	2.0076789862942
Cell_91	2.77676560741384	4.96727025904693	4.2271991543239	1.02957470004912	0.410939153167419	4.71873629640322	0.878591718617827	5.08351143391337	5.47029150521848	0.397507034125738
Cell_92	1.83475904492661	0.9307635279838	2.17418727721088	4.80325590353459	0.418189371121116	5.44460802560207	3.89529915654566	0.924127042992041	3.8409075968666	4.37872616224922
Cell_93	0.0580200442345813	0.983683094615117	0.974738065968268	4.10048215661664	2.5338796012802	0.986041269265115	1.53316163353156	2.71628063393291	0.854063967475668	1.29345786327031
Cell_94	4.05949333205353	0.515922143124044	2.09379442897625	1.45614743349142	5.23839116364252	0.211200451827608	3.53233158891089	0.0741040132706985	2.49304614681751	1.29920106206555
Cell_95	5.16395122522954	0.966680080746301	0.137995827943087	5.05923882708885	3.52046306070406	2.68139183218591	2.43228676286526	4.81927828874905	2.67738346953411	5.01400644681416
Cell_96	2.87693577515893	0.155793309095316	0.592473672470078	2.38662048114929	0.289618887472898	3.67424464400392	4.50049304030836	2.09231824846938	1.00401708623394	2.54588019964285
Cell_97	2.96265635709278	4.84497747453861	3.40513462002855	1.32775978685822	4.61278828408103	3.6223524134839	0.145727227209136	2.393235077383	3.47420607705135	4.49648037494626
Cell_98	2.81960377527867	4.82325377920642	2.31532046734355	3.00686343479902	0.543146400246769	3.44031970691867	1.73676143214107	2.32144136726856	3.21473828086164	0.571293180226348
Cell_99	3.20792970282491	4.66316761123016	0.56153283151798	1.73517444788013	1.68201684148517	0.351504518650472	3.10280598606914	4.61637235211674	5.21679008658975	3.86251246184111
Cell_100	1.8213156965794	4.49053088680375	3.22913833300117	0.102266119094566	1.7032714325469	3.10237927502021	2.67091610794887	3.62849727540743	0.386023146449588	1.20378017728217
Cell_101	3.02519844996277	2.09390111186076	4.8595732654212	5.26339225005358	0.740781203028746	2.83401903801132	1.30524936143775	5.16507267800625	3.3009075637674	4.51082563668024
Cell_102	1.2067511487985	4.26913322287146	2.10707514639944	3.09031105111353	3.91210070881061	4.50270564632956	0.125158324255608	1.66729154414497	4.67421718384139	1.26047961728182
Cell_103	0.119192387210205	5.42167781700846	3.46220593200997	4.29777400393505	2.5783519372344	3.86940017645247	4.5602680973243	3.85639519488905	5.1638843001565	5.02399024704937
Cell_104	1.09123140654992	5.46244450774975	5.43034440523479	3.27290849993005	0.539185255998746	3.55567549157422	2.80626311700325	0.17792688368354	3.65058560622856	2.27585549885407
Cell_105	1.15639143099543	5.17004369397182	3.2879386289278	0.888106531114317	1.43096526700538	0.586910460144281	1.41667240613606	3.89624835236464	2.18330294417683	0.791885105310939
Cell_106	2.90741647453979	1.55462296982296	2.78304772067349	4.82202559744474	5.43784503708594	4.80436911969446	5.12751356046647	1.92763513396494	1.38231795618776	2.74492469197139
Cell_107	3.8272551598493	0.14847110142	4.13412777346093	3.85211955581326	4.11678822361864	4.25009059242439	5.08770342241041	4.76943989680149	4.13924933434464	3.71231087564956
Cell_108	4.17360244481824	2.29713229113258	5.13702675688546	1.92294296820182	4.77390952024143	1.71365123963915	5.27012881019618	5.41747240046971	4.54429659550078	0.987936243065633
Cell_109	4.97088787669782	2.67517876718193	5.38137675635517	0.0559088733280078	5.04386645334307	0.579137857304886	0.06949141563382	5.36782533954829	2.18344854097813	4.90873297525104
Cell_110	0.660618292400613	4.9519387021428	2.79590317665134	1.24022343044635	2.1785723088542	0.962164411903359	0.449836622341536	5.38562996243127	5.33383559936192	4.4955511969747
Cell_111	1.93497713410761	0.86993269470986	1.57209895912092	0.0596673227846622	2.77558572997805	0.962417810806073	0.507024831022136	0.960321963182651	4.7183350174455	0.853024542797357
Cell_112	3.23995029740036	1.29098709335085	2.19868791487534	3.10781946440693	4.22652322414797	1.02013533865102	4.95098849083297	0.22589853068348	1.15172410698142	4.62340462883003
Cell_113	4.95876949932426	1.74809812486637	4.92390727065504	2.03059165878221	4.00376589864027	1.43999135436025	0.05704784556292	2.63667917705607	1.57332661841065	1.03959510789718
Cell_114	3.49373214773368	2.03227725450415	1.34823650424369	5.05133949022274	4.31755567353684	0.433243672130629	1.80257621000055	1.93566789326724	0.768343531526625	5.12094587786123
Cell_115	2.5107839521952	3.15326601208653	4.42661041172687	5.04864748672117	2.29106015653815	5.44207429909147	0.389081630739383	0.860876761144027	0.584182279300876	0.104773850063793
Cell_116	4.570225647185	4.10634169890545	4.66471908660606	0.649101060000248	2.19208795554005	2.4802319558803	5.49101526732557	2.79257143952418	1.02378378727008	1.56748291931581
Cell_117	1.12929426773917	2.6084090002114	2.77032553090248	3.57526393106673	2.69696889584884	4.72003054397646	4.14219725050498	0.170732460101135	3.32161248743068	5.39236619602889
Cell_118	0.978523731348105	0.868366851354949	0.370045149582438	4.06643224891741	1.17658862587996	1.72234311397187	2.80922200123314	2.85457623272669	0.83532445912715	0.72337561682798
Cell_119	5.44307477143593	5.40773332328536	1.56383613159414	2.46047875971999	4.65196483908221	1.38403015700169	2.53630884492304	1.62886990606785	1.86864948598668	0.387871508835815
Cell_120	1.51975178613793	1.59588530717883	4.59680831769947	4.86904820229392	2.30769536294974	2.38917497720104	1.02050822740421	4.73054207803216	0.664879922056571	4.03942777449265
Cell_121	1.43567799997982	1.12099322420545	0.675875692861155	2.03307558270171	4.58551781252027	0.375537283951417	1.3348052444635	2.92166920623276	5.14970088691916	4.87786569143645
Cell_122	0.371285349479876	3.40879332728218	1.01162316394038	3.92358452349436	2.2890420560725	0.903533623553813	3.06669752858579	0.420235503232107	4.86222133773845	3.00870340433903
Cell_123	4.90359166415874	3.14781805477105	1.29927679616958	4.30447339941747	1.96235948510002	0.904567666002549	4.04260490729939	0.706688469275832	4.98285327863414	1.36291979125235
Cell_124	4.71108033286873	2.9275719638681	3.40315233066212	2.89475423714612	5.49316614225972	3.12320297013503	1.51398166595027	5.03299441875424	3.01023324450944	2.2743381211767
Cell_125	0.00658819731324911	5.39941693982109	3.57295005512424	4.79110362438951	1.10455836146139	0.291760170948692	2.27706943429075	3.37962759635411	4.38967492978554	3.48488410294522
Cell_126	2.86727548495401	3.05723160691559	4.25110268592834	4.10637963702902	4.95220500533469	3.81980357889552	3.1688797166571	3.00388217775617	3.60540230758488	4.54933417285793
Cell_127	1.65038619923871	4.29003813548479	2.91095179261174	0.219422810827382	4.45073135697749	1.88560179318301	1.66073944349773	1.60975305386819	4.92466423520818	3.6568498184206
Cell_128	4.6511565890396	5.37888949143235	4.42985767230857	3.15946530201472	4.18535468075424	0.497771070105955	0.444147837464698	0.400209539569914	1.38178409484681	2.32296154042706
Cell_129	4.23156576626934	0.963055879692547	2.84482540504541	4.49890281108674	0.60123143333476	5.24896720889956	2.9052627311321	5.35216057614889	4.04851269372739	3.29109534050804
Cell_130	0.0794771213550121	4.17949460062664	4.68583450932056	3.31949614558835	1.58580589969642	3.0654731731629	2.14713036094327	3.42056858655997	0.239356642705388	2.51693381217774
Cell_131	2.19174598227255	3.34631650883239	1.69130733935162	2.17424537532497	4.1621155772591	4.77142638131045	0.714682362042367	3.19820284866728	0.360029322328046	5.41391105868388
Cell_132	4.02489696478005	2.60459781181999	2.48674939537887	4.32292733585928	0.89817016327288	0.827008213964291	4.36027526971884	2.97065449750517	4.25663646950852	2.3436676383717
Cell_133	2.33614963304717	5.23335060512181	3.78897625650279	4.53613189666066	2.27243469178211	1.9064615580719	2.08735737844836	1.63736675493419	1.66251981281675	2.01091244746931
Cell_134	4.27950574608985	2.95465291512664	0.530732357525267	3.22392096254043	1.33121633843984	3.89303916180506	5.06048125389498	5.10817261773627	0.271560274064541	1.42047316301614
Cell_135	0.799971928936429	0.284893566509709	4.32260666613001	2.07552848896012	3.77033282408956	2.24408764753025	3.27797619113699	1.94448894110974	1.90506132424343	1.83650787512306
Cell_136	0.48668485658709	5.18290612776764	5.0671634398168	3.26117498462554	2.06973410199862	2.34383739694022	4.50993857148569	4.69578129344154	1.68956179765519	3.19980038737413
Cell_137	1.91950026981067	2.03577433992177	4.98919222992845	2.03078950149938	1.89513645577244	0.275069407070987	4.29880764172412	0.527024221606553	2.39901170285884	0.277775695314631
Cell_138	2.54418487160001	2.74715464713518	4.54245861340314	0.817621906520799	1.23794981685933	1.78025475807954	3.9594147761818	4.89450844936073	1.0181371945655	0.293837948469445
Cell_139	4.15493059530854	4.62090278463438	5.0095861419104	2.08803501946386	2.99380083405413	2.59719654312357	1.70091066858731	0.0365597631316632	1.4735967523884	0.575489389477298
Cell_140	4.15009729936719	3.56808116706088	1.87463764601853	2.74542193673551	3.03492575872224	3.10575866850559	1.94274928490631	3.88757242367137	3.59562626038678	2.78729569050483
Cell_141	1.41600309649948	4.6994770168094	1.7440312722465	1.34084342094138	2.94475192029495	2.04997391649522	4.47267122124322	3.65309307340067	5.16312449402176	3.24491574929561
Cell_142	0.684779005707242	3.28095055872109	1.05224131257273	4.98188041406684	4.50408891262487	1.60452840849757	2.6653125154553	1.76478206459433	4.39192642539274	4.19576341332868
Cell_143	4.4307056007674	1.15658021625131	2.12814908893779	3.13836147740949	1.87616162886843	1.1616158625111	0.188500868505798	0.237491311505437	3.62385051476303	1.12966828851495
Cell_144	4.5042909453623	5.28282290685456	4.5991143360734	0.112650249386206	1.04865722148679	4.70031081035268	0.561313753132708	4.54860756162088	4.58587062451988	1.71459813171532
Cell_145	3.52022434736136	1.11516130249947	1.24749424250331	0.137333694612607	2.55273372819647	3.67176935239695	2.18753374798689	0.552832213463262	5.16347899253014	4.40661066770554
Cell_146	2.64843272941653	2.81521816866007	3.39598166802898	2.51319351606071	3.10256117593963	5.4372169720009	3.24957502749749	1.4590215056669	1.05927103583235	1.00786047067959
Cell_147	1.25565033592284	5.24790752434637	2.31023182347417	3.57958822150249	0.570498181506991	3.99385265388992	3.42932342004497	0.783844257937744	3.19653994846158	1.79429794522002
Cell_148	1.4997100714827	4.90301598841324	5.46397846750915	4.65698109113146	2.77211087266915	3.78885396732949	4.92671863723081	4.99043613323011	0.0930746898520738	4.0006318326341
Cell_149	2.32812457124237	5.42386901320424	2.13897406391334	4.47638502111658	2.34527584165335	0.3168370682979	2.47885982156731	0.199152076733299	0.937241326202638	2.04841568355914
Cell_150	1.17961526371073	3.54688809835352	2.21169775235467	5.45020840130746	1.19223046966363	5.45914918871131	3.32778591883834	1.74132402613759	0.275084959575906	2.28669780376367
Cell_151	5.2173956943443	2.72221548005473	2.22095662658103	2.6232625823468	1.74707999732345	3.73529196507297	1.02520707261283	2.71884449350182	0.948599696392193	3.57831178663764
Cell_152	1.63965574942995	3.16674068826251	1.89078231912572	2.98615679645445	4.80466459551826	5.36838499794248	4.75327434530482	0.950953631079756	1.35530908813234	2.78753545647487
Cell_153	1.0583281929139	5.10760108847171	1.66432216309477	0.735786460689269	3.1385086044902	0.55940603511408	2.41666425822768	5.39421251462772	2.50304811703973	0.40969085751567
Cell_154	0.0670203780755401	3.07932429679204	3.27937616885174	2.39197442424484	4.28240828658454	0.0762877655215561	5.30050203786232	3.89325043128338	1.24185139546171	1.03546196152456
Cell_155	3.67026163660921	4.01395166886505	0.861345706623979	1.35281579301227	1.81884193781298	1.06684972345829	1.89341668679845	3.74177391489502	3.46373244398274	2.44655330677051
Cell_156	0.81776776839979	2.49054190155584	3.62531096604653	1.71476364263799	2.11281667277217	0.597987700719386	2.45694380404893	5.3746661687037	1.51549952384084	1.50986725301482
Cell_157	3.91015608096495	1.90312008478213	1.86024480988272	5.23442986188456	2.13223016355187	2.5074991696747	3.7530515746912	4.43152119359002	2.28451430634595	5.15306873992085
Cell_158	5.3907083873637	1.64869949966669	4.80510120664258	3.48277176031843	1.96007775655016	4.45068423845805	4.01654357928783	0.54290196148213	4.30647525074892	4.20704954408575
Cell_159	3.5532697988674	0.950562409707345	1.3862664164044	5.47788448142819	2.60561980155762	4.1889149263734	3.94305683847051	0.197350365458988	3.90896466944832	5.34255946357735
Cell_160	1.25081628060434	2.20460076339077	0.926492971484549	0.799304661806673	1.81238212389871	4.05096749751829	0.972815685439855	3.63977816479746	5.34827776171733	2.39804489922244
Cell_161	4.16258142376319	3.8487410369562	4.15289662731811	1.65371060895268	3.72403764619958	3.80203676992096	3.74024414387532	4.02196330518927	0.219889629282989	3.18721984000877
